"","participant","chooserandom_Instruction_1","chooserandom_Condition_1","chooserandom_Relevance_1","ID_Yapper_1","Anxiety_feelings_Pretest_1","Anxiety_feelings_Pretest_2","Anxiety_feelings_Pretest_3","Anxiety_feelings_Pretest_4","Anxiety_feelings_Pretest_5","Anxiety_feelings_Pretest_6","Anxiety_feelings_Pretest_7","Anxiety_feelings_Pretest_8","SoundCalibration_1","SoundProblem_1","count_Trial1_Irrelevant_1","Pleasure_Trial1_Irrelevant_1","Arousal_Trial1_Irrelevant_1","Control_Trial1_Irrelevant_1","count_Criticaltrial_Irrelevant_1","Pleasure_Criticaltrial_Irrelevant_1","Arousal_Criticaltrial_Irrelevant_1","Control_Criticaltrial_Irrelevant_1","IB_Criticaltrial_Irrelevant_1","IB_Feature_Criticaltrial_Irrelevant_1","IB_Color_Criticaltrial_Irrelevant_1","IB_Motion_Criticaltrial_Irrelevant_1","count_Dividedtrial_Irrelevant_1","Pleasure_Dividedtrial_Irrelevant_1","Arousal_Dividedtrial_Irrelevant_1","Control_Dividedtrial_Irrelevant_1","IB_Dividedtrial_Irrelevant_1","IB_Feature_Dividedtrial_Irrelevant_1","IB_Color_Dividedtrial_Irrelevant_1","IB_Motion_Dividedtrial_Irrelevant_1","IB_Fulltrial_Irrelevant_1","IB_Feature_Fulltrial_Irrelevant_1","IB_Color_Fulltrial_Irrelevant_1","IB_Motion_Fulltrial_Irrelevant_1","count_Trial1_Relevant_1","Pleasure_Trial1_Relevant_1","Arousal_Trial1_Relevant_1","Control_Trial1_Relevant_1","count_Criticaltrial_Relevant_1","Pleasure_Criticaltrial_Relevant_1","Arousal_Criticaltrial_Relevant_1","Control_Criticaltrial_Relevant_1","IB_Criticaltrial_Relevant_1","IB_Feature_Criticaltrial_Relevant_1","IB_Color_Criticaltrial_Relevant_1","IB_Motion_Criticaltrial_Relevant_1","count_Dividedtrial_Relevant_1","Pleasure_Dividedtrial_Relevant_1","Arousal_Dividedtrial_Relevant_1","Control_Dividedtrial_Relevant_1","IB_Dividedtrial_Relevant_1","IB_Feature_Dividedtrial_Relevant_1","IB_Color_Dividedtrial_Relevant_1","IB_Motion_Dividedtrial_Relevant_1","IB_Fulltrial_Relevant_1","IB_Feature_Fulltrial_Relevant_1","IB_Color_Fulltrial_Relevant_1","IB_Motion_Fulltrial_Relevant_1","Emotion_1","Emotion_2","Emotion_3","Emotion_4","Emotion_5","Emotion_6","Emotion_7","Emotion_8","Check_sound_1","Check_Uncomfort_1","Check_Volume_1","Connaissance_1","Connaissance_Task_1","Connaissance_IB_1","Subjective_SES_1","PESS_1","PESS_2","PESS_3","PESS_4","PESS_5","PESS_6","PESS_7","PESS_8","Pay_Distance_1","Household_Nb_1","Pay_Next_1","Pay_Month_1","Age_1","Gender_1","Town_Country_1","Town_Country_2","Writing_Script_1","Writing_Script_other","Etudes_1","CSP_1","CSP_other","Game_Feelings_1","TIME_start","TIME_end","TIME_total"
"396","s.9a13f117-32da-4de4-9a5d-00bac3fb2f5a.txt",1,1,1,"XXXX",1,4,4,1,4,4,4,4,3,NA,10,5,5,7,11,5,5,6,2,NA,NA,NA,8,5,5,4,2,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,5,3,1,2,NA,NA,1,1,1,5,5,7,6,6,6,7,6,7,3,2,"1700","1800",44,1,"Niort","France",1,NA,5,5,NA,NA,"2023-10-25-23-39","2023-10-25-23-51",12
"397","s.85ecd8f8-4d0f-40a6-8abf-d5491f7dda0f.txt",1,1,1,"XXXX",1,1,1,1,1,3,1,1,3,2,10,5,3,9,11,7,1,9,2,NA,NA,NA,1,9,9,9,2,NA,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,NA,NA,2,1,1,3,3,3,4,3,4,3,1,4,17,1,"1400","1400",71,2,"MANOSQUE","France",1,NA,2,2,NA,NA,"2023-10-23-15-08",NA,NA
"398","s.27b6619f-f1f6-4fd1-85a4-f6252d01fe59.txt",2,2,2,"XXXX",1,1,4,2,1,7,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,5,1,9,16,5,1,9,1,3,2,2,15,5,1,9,1,3,2,2,1,3,2,2,1,1,4,2,1,7,1,1,1,1,2,1,1,1,4,6,6,1,3,1,3,6,1,11,2,"1700","3000",30,2,"Dampmart","FRANCE",1,NA,6,5,NA,"DIFFICILES DE SUIVRES LES REBONDS DES CARREE NOIRS","2023-09-15-19-58","2023-09-15-20-14",16
"399","s.3d2fcf28-17e6-40b0-aba5-2c937315cb81.txt",2,1,1,"XXXX",2,1,6,1,2,6,1,1,3,NA,0,7,2,8,12,9,1,9,2,NA,NA,NA,0,9,1,9,1,5,6,1,1,5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,1,7,1,1,2,NA,NA,1,1,1,8,1,1,1,1,1,1,1,1,10,2,"2800","5000",56,1,"Etreval","France",1,NA,5,4,NA,"Test très rapide","2023-09-18-20-34","2023-09-18-20-53",19
"400","s.82472408-1b9b-45a5-9134-d1ce0098bb60.txt",1,1,1,"XXXX",1,1,7,1,1,7,1,1,3,NA,10,9,1,8,12,9,1,8,2,NA,NA,NA,8,9,1,8,1,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,1,1,7,1,1,2,NA,NA,1,1,2,6,4,1,1,1,1,1,1,5,27,2,"512","600",19,2,"Santes","France",1,NA,3,8,NA,"j'ai ressenti du calme, de l'apaisement","2023-09-07-13-08","2023-09-07-13-17",9
"401","s.f4c96627-207e-4a28-88d7-43889f6dd866.txt",2,2,1,"XXXX",1,1,4,1,3,7,1,1,3,NA,7,2,5,6,9,3,3,6,2,NA,NA,NA,5,3,4,5,2,NA,NA,NA,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,1,6,3,6,6,1,1,2,1,1,1,7,4,5,1,3,4,6,3,4,8,3,"2000","5000",70,1,"LYON","FRANCE",1,NA,5,7,NA,"PENIBILITE CAR LES CRIS SONT DIIFICILEMENT SUPPORTABLES","2023-09-05-11-16","2023-09-05-11-30",14
"402","s.58a5d973-6ca0-4fd0-b4a5-3fbb07e93d13.txt",1,2,2,"XXXX",1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,6,5,8,25,7,3,8,2,NA,NA,NA,25,7,3,8,2,NA,NA,NA,1,3,4,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,6,4,4,3,3,2,4,3,2,15,2,NA,NA,75,2,NA,"FRANCE",1,NA,2,7,NA,NA,"2023-09-15-14-28","2023-09-15-14-40",12
"403","s.2a7219f8-a2c8-4c48-8619-48dd6730779f.txt",1,2,1,"XXXX",1,1,3,1,1,7,1,1,2,NA,0,1,1,7,10,6,8,8,2,NA,NA,NA,8,8,8,8,1,3,2,4,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,6,1,1,1,2,1,1,1,1,3,1,3,1,1,1,1,1,3,28,1,"980","3900",45,1,"plenee jugon","france",1,NA,2,5,NA,"interogation","2023-10-01-23-03","2023-10-01-23-13",10
"404","s.6a178bf0-cf04-4d08-ae51-5c37bc107c7e.txt",2,1,2,"XXXX",2,3,5,2,5,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,7,7,6,16,7,4,6,2,NA,NA,NA,15,6,4,6,1,3,2,2,1,3,2,2,1,1,5,1,1,6,1,1,2,NA,NA,1,1,1,6,5,6,5,5,5,5,6,5,20,6,"1000","3000",48,1,"mende","france",1,NA,3,5,NA,"agréable","2023-09-07-18-36","2023-09-07-18-46",10
"405","s.25c0c4bf-2ce3-4945-82a7-ed0f78a8c5c2.txt",1,1,1,"XXXX",3,6,3,5,6,5,5,6,3,NA,10,5,5,3,12,5,5,5,2,NA,NA,NA,8,5,5,5,2,NA,NA,NA,2,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,2,NA,NA,1,1,2,6,3,3,1,3,2,4,5,6,5,2,"2300","5000",33,2,"Paris","France",1,NA,6,3,NA,"Je n'ais pas compris l'intérêt","2023-09-15-20-06","2023-09-15-20-16",10
"406","s.afeab4c4-47cc-43c1-a91f-cde3f058c64f.txt",1,2,2,"XXXX",4,4,3,3,6,3,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,8,2,16,2,9,1,1,3,4,2,16,2,6,5,1,3,4,2,1,3,4,2,3,3,1,2,5,3,6,5,1,1,2,1,1,1,5,5,7,7,6,6,5,6,7,1,1,"2000","2500",31,2,"Lyon","France",2,"Anglais",8,5,NA,"Les sons n'étaient pas du tout agréable à écouter","2023-09-05-12-20","2023-09-05-12-26",6
"407","s.673f14d9-4e4a-4edb-9e10-60f6d0984cdf.txt",1,2,2,"XXXX",5,7,2,6,4,2,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,5,3,9,19,5,1,9,1,3,4,4,21,5,1,9,1,3,4,2,1,3,4,2,1,2,1,1,2,3,2,1,1,1,1,1,1,2,6,2,3,1,1,1,3,4,4,22,1,"2000","2000",24,2,"Thionville","France",1,NA,6,3,NA,"De l'impatience","2023-10-08-21-21","2023-10-08-21-30",9
"408","s.e7e4937c-edcf-4c77-b190-0f9eab0d3d63.txt",2,2,1,"XXXX",1,1,2,3,1,7,2,1,3,NA,10,4,6,8,12,4,6,9,2,NA,NA,NA,8,5,3,8,1,5,6,7,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,6,2,2,1,1,2,1,1,2,7,2,2,3,5,5,5,3,6,10,2,"1400","1400",32,2,"melun","France",1,NA,3,4,NA,NA,"2023-09-29-10-07","2023-09-29-10-15",8
"409","s.e09b6db4-6fb9-4126-b952-4bde38c23c61.txt",1,2,2,"XXXX",1,1,4,1,1,6,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,5,7,19,4,5,6,1,3,4,2,22,5,4,7,2,NA,NA,NA,1,3,4,2,1,1,1,1,2,4,1,2,1,1,2,1,2,2,5,1,1,3,2,2,3,2,2,13,2,"900","1300",27,1,"Montpellier","France",1,NA,7,8,NA,"RAS","2023-09-17-17-16","2023-09-17-17-23",7
"410","s.4cd699de-e81a-441e-85a5-98c9f4a26971.txt",1,2,2,"XXXX",4,1,5,1,1,6,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,2,8,7,5,2,8,2,NA,NA,NA,8,5,2,8,2,NA,NA,NA,2,6,7,7,1,3,1,1,1,2,1,2,1,2,2,1,2,1,6,2,6,2,6,2,7,3,6,20,1,"1300","2800",34,1,NA,"france",1,NA,5,2,NA,"concentré mais bruit rendant nerveux","2023-09-08-15-12","2023-09-08-15-20",8
"411","s.bd7bf8c4-f4cb-48af-be8e-a3edc1eb56a2.txt",2,1,1,"XXXX",1,1,4,1,2,7,2,1,2,NA,8,6,2,7,12,5,8,6,2,NA,NA,NA,10,4,7,4,2,NA,NA,NA,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,1,2,5,2,3,2,NA,NA,1,1,2,8,1,1,1,1,1,1,1,1,22,4,"2850","7000",51,2,"Saint Sulpice","France",1,NA,8,3,NA,"J'ai été concentré et focalisé uniquement sur la tâche à effectuer.","2023-09-05-12-50","2023-09-05-13-00",10
"412","s.567f0fd3-ad39-499e-8e86-739b59152f66.txt",2,2,2,"XXXX",1,1,5,1,2,6,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-16-22-43",NA,NA
"413","s.5a18f706-0779-4188-bace-537d22176c54.txt",2,2,2,"XXXX",3,2,6,2,2,6,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,7,4,16,1,7,2,2,NA,NA,NA,14,1,7,3,2,NA,NA,NA,1,1,4,4,5,6,1,5,5,1,6,6,1,1,2,1,2,1,6,1,1,1,1,1,1,1,1,2,2,"2000","3900",59,1,"Lyon","France",1,NA,5,5,NA,"J'ai ressenti du stress et de l'angoisse car les sons que j'ai entendu évoquent pour moi la guerre","2023-09-05-18-18","2023-09-05-18-25",7
"414","s.9e68eae5-1b2d-4297-8654-48b38ad35943.txt",2,1,2,"XXXX",1,1,5,2,2,6,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,5,5,8,18,6,4,8,1,3,2,4,17,5,4,8,1,3,2,2,1,3,2,2,1,1,3,1,1,6,1,1,1,1,2,2,2,2,5,2,3,1,1,1,1,4,3,24,2,"1800","3700",38,2,"Versailles","France",1,NA,6,5,NA,"Rien de spécial","2023-09-07-10-02","2023-09-07-10-13",11
"415","s.e40ff7f4-18fe-49ef-9e5c-8a5f20b410c1.txt",2,1,1,"XXXX",6,5,3,5,5,1,6,7,2,NA,9,3,7,4,10,4,6,4,1,3,4,6,8,4,7,4,1,3,4,2,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,5,5,2,5,5,2,NA,NA,1,1,1,2,7,7,7,7,7,7,5,7,24,3,"1100","1350",38,1,"Nailloux","France",1,NA,6,5,NA,"je trouve l'exercice desetrressent","2023-09-06-19-09","2023-09-06-19-20",11
"416","s.4b083821-987a-4050-8cfb-c962c7b1ff9b.txt",2,1,2,"XXXX",1,2,4,1,1,6,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-19-00-20",NA,NA
"417","s.dec6d0ff-5000-4504-8ab9-c07399fd1103.txt",1,1,1,"XXXX",2,2,5,1,2,5,2,2,3,NA,10,7,3,8,12,6,3,7,1,3,2,2,8,7,3,7,1,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,6,2,2,2,NA,NA,2,1,2,8,1,1,2,1,2,1,2,3,28,5,"2500","9000",44,1,"SAINT GALMIER","FRANCE",1,NA,8,3,NA,"DE L INTERROGATION","2023-09-06-10-41","2023-09-06-10-50",9
"418","s.0dfc1f43-c974-4bd6-9013-a8271c7c0a57.txt",1,1,1,"XXXX",5,5,2,4,5,4,4,4,2,NA,14,4,6,4,12,2,4,8,2,NA,NA,NA,8,5,2,9,2,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,3,5,5,4,5,2,NA,NA,1,1,2,6,2,5,3,1,2,2,4,5,6,4,"3000","6000",35,1,"NOISY LE GRAND","FRANCE",1,NA,8,3,NA,"irritée","2023-09-26-21-35","2023-09-26-21-42",7
"419","s.2387d853-e74a-4c6e-8c1f-690f6968b571.txt",1,2,2,"XXXX",3,2,5,4,3,3,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,5,6,11,4,6,6,2,NA,NA,NA,21,6,7,6,2,NA,NA,NA,1,1,2,4,4,3,3,3,3,2,3,2,1,2,2,1,1,2,7,1,1,2,2,2,1,3,3,12,4,"16","16",60,1,"Saint lo","France",1,NA,2,7,NA,"Bien","2023-10-25-12-30","2023-10-25-12-36",6
"420","s.3ebe00d3-d69e-472f-920a-cc123b562409.txt",1,2,2,"XXXX",2,2,6,2,2,7,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,6,4,11,6,3,6,2,NA,NA,NA,9,4,4,4,2,NA,NA,NA,2,5,7,7,1,5,2,3,5,5,4,5,1,1,1,1,1,1,8,4,4,2,4,4,5,2,5,25,2,"1000","1900",59,1,"Morcenx","France",1,NA,2,5,NA,"Surprise","2023-09-05-12-02","2023-09-05-12-11",9
"421","s.e1a8fe5a-7685-4b8e-ab65-cf756837d182.txt",1,1,2,"XXXX",2,1,6,2,2,6,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,6,5,8,20,6,4,8,1,3,4,2,19,8,4,9,1,3,4,2,1,3,4,2,1,1,5,1,2,7,2,2,2,NA,NA,2,1,1,8,1,1,1,1,1,1,1,2,8,3,"2300","6000",37,1,"LA RAVOIRE","France",1,NA,6,4,NA,"je m'attenais à des cris stridents pour déconcentrer, j'ai donc été plutôt agreablemnt surprise de ne pas les entendre!","2023-10-21-20-59","2023-10-21-21-08",9
"422","s.8b51cdca-70bb-4cb8-bafe-26df8f111bdf.txt",1,2,1,"XXXX",1,1,6,1,1,6,1,1,2,NA,5,4,4,8,10,7,3,8,2,NA,NA,NA,8,7,2,8,1,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,1,6,1,1,1,2,1,1,1,1,7,1,1,1,1,1,1,1,1,27,1,"2100","4000",55,1,"DONCHERY","FRANCE",1,NA,2,4,NA,"questionnement sur le but de la tache","2023-09-05-19-30","2023-09-05-19-44",14
"423","s.28e0cd05-1937-46f5-8ea8-d1bd6c62b066.txt",2,2,1,"XXXX",2,2,6,2,1,6,1,1,2,NA,10,4,6,6,12,3,6,5,2,NA,NA,NA,9,3,6,5,1,3,4,2,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,4,4,4,4,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,21,5,"6555","13000",64,2,"LE THOLONET","france",1,NA,5,7,NA,NA,"2023-09-10-14-24","2023-09-10-14-32",8
"424","s.0232ca47-1a3a-4cbf-8604-62f89c5f55bf.txt",1,2,1,"XXXX",1,1,5,1,3,6,1,2,3,NA,10,3,7,5,12,2,7,6,2,NA,NA,NA,8,3,7,6,1,3,2,4,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,3,4,2,2,1,1,2,1,1,1,3,6,5,3,3,3,4,2,5,31,1,"508","800",25,1,"Tours","France",1,NA,6,9,NA,"les sons étaient angoissants mais j'arrivais à faire abstraction en me concentrant sur la tâche","2023-09-05-18-04","2023-09-05-18-15",11
"425","s.821fdea5-b7b8-4aff-b47a-7784bbdaaeef.txt",2,2,1,"XXXX",2,2,6,1,2,6,1,1,2,NA,11,5,3,9,13,5,4,9,2,NA,NA,NA,10,5,3,9,1,3,4,2,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,6,1,1,1,2,2,1,1,1,6,2,3,2,2,2,3,2,4,6,1,"2000","2000",43,2,"Pont-De-Buis-Lès-Quimerch (29590)","France",1,NA,2,6,NA,"ras","2023-09-24-11-26","2023-09-24-11-33",7
"426","s.c62029c7-f33f-4c0a-a9d1-6954fa1d6e17.txt",2,1,1,"XXXX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-26-06-53",NA,NA
"427","s.47291e29-d61a-4fa2-8868-ed901a6bd484.txt",2,1,1,"XXXX",1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-06-20-07",NA,NA
"428","s.28e7632b-ccde-445d-9dd7-d0b4e5aaeae1.txt",1,1,2,"XXXX",1,1,2,1,2,7,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,7,15,6,7,6,1,3,4,2,8,7,6,6,1,3,4,4,1,3,4,4,1,1,4,1,1,7,1,1,2,NA,NA,1,1,2,6,4,2,1,1,2,1,4,3,14,9,"1000","2500",52,1,"Menton","France",2,"Arabe",5,5,NA,"Un peu d'ennui","2023-09-18-12-16","2023-09-18-12-25",9
"429","s.a51db3cd-6adc-49a5-9bf2-6b4f8ec14a44.txt",2,2,2,"XXXX",2,3,2,5,5,2,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,4,6,3,8,4,6,4,2,NA,NA,NA,8,4,6,4,2,NA,NA,NA,2,3,2,4,2,2,1,2,4,3,5,4,1,2,2,1,1,2,3,6,6,3,5,4,5,4,5,21,1,"1000","1000",50,1,"CAEN","FRANCE",1,NA,7,4,NA,"différent","2023-09-05-12-00","2023-09-05-12-06",6
"430","s.e8b50dcf-8ebd-4605-b35a-5e4ff17b24fb.txt",1,2,1,"XXXX",1,1,7,1,1,7,1,1,2,NA,20,4,5,2,11,5,5,2,2,NA,NA,NA,10,5,5,3,2,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,1,4,1,1,1,2,2,1,1,1,7,1,1,1,1,1,1,1,1,24,3,"3500","4900",51,2,"nanterre","france",1,NA,8,3,NA,"C'est interessant  comme enquete.","2023-09-05-16-09","2023-09-05-16-27",18
"431","s.2c8fc921-15da-4329-a268-48a34351a48d.txt",2,1,1,"XXXX",1,1,7,1,1,7,1,1,3,NA,10,3,6,9,13,6,8,9,2,NA,NA,NA,8,7,7,9,1,3,4,2,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,5,2,5,4,2,NA,NA,2,1,2,7,2,1,1,1,1,6,1,5,16,1,"236","800",20,1,"toulouse","france",1,NA,7,8,NA,"nécessite de concentration","2023-09-18-14-28","2023-09-18-14-38",10
"432","s.477211e9-e2b6-4df3-b2e0-d8f8b6e6125f.txt",1,2,2,"XXXX",1,1,5,1,1,7,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,3,6,4,18,4,6,4,2,NA,NA,NA,17,6,4,4,1,3,4,4,1,3,4,2,1,1,3,1,3,4,2,1,1,1,2,1,2,2,5,1,6,3,4,4,6,5,6,20,2,"1920","1920",42,1,"PLOUGOULM","FRANCE",1,NA,5,5,NA,"Un peu de stress de ne pas bien réaliser la tache au vue de la vitesse des deplacements des carrés","2023-09-05-11-30","2023-09-05-11-44",14
"433","s.aaf673a1-ee22-4f89-9ed1-0fd8a16c4c80.txt",2,2,1,"XXXX",2,2,6,2,2,5,2,2,2,NA,11,7,3,6,12,6,3,6,2,NA,NA,NA,8,6,3,6,1,3,4,2,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,2,2,6,2,2,1,1,2,2,1,1,8,5,2,2,3,2,3,2,5,25,3,"1500","3000",35,2,"Lyon","France",1,NA,5,5,NA,"Une excitation lors de l'écoute de l'alarme et le temps qui défillait.","2023-10-05-19-55","2023-10-05-20-04",9
"434","s.62f48f73-d2a6-443b-8479-8d130c2824a8.txt",2,1,1,"XXXX",2,3,5,2,3,5,5,3,3,NA,11,5,4,7,13,5,6,6,1,3,4,2,8,5,5,6,1,3,4,2,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,3,5,3,2,2,NA,NA,1,1,2,8,2,4,1,2,1,2,3,3,15,1,"2800","2800",35,2,"mulhouse","france",1,NA,8,3,NA,"ras","2023-09-15-10-24","2023-09-15-10-32",8
